secteur;langue;nom_produit;prix_unitaire;unite;etiquette_unite;type
hairdressing;de;Strähnen/Balayage;75.00;st;dienstleistung;service
hairdressing;nl;Stijlen;85.00;st;dienst;service
hairdressing;en;Hair straightening;85.00;pc;service;service
hairdressing;de;Glätten;85.00;st;dienstleistung;service
hairdressing;nl;Permanent;65.00;st;dienst;service
hairdressing;en;Perm;65.00;pc;service;service
hairdressing;de;Dauerwelle;65.00;st;dienstleistung;service
hairdressing;nl;Avondkapsel;45.00;st;dienst;service
hairdressing;en;Evening updo;45.00;pc;service;service
hairdressing;de;Abendfrisur;45.00;st;dienstleistung;service
hairdressing;nl;Behandelende shampoo;15.00;st;dienst;service
hairdressing;en;Treatment shampoo;15.00;pc;service;service
hairdressing;de;Behandlungsshampoo;15.00;st;dienstleistung;service
hairdressing;nl;Diepgaande verzorging;25.00;st;dienst;service
hairdressing;en;Deep treatment;25.00;pc;service;service
hairdressing;de;Tiefenbehandlung;25.00;st;dienstleistung;service
hairdressing;nl;Bruiloft pakket;250.00;st;pakket;service
hairdressing;en;Wedding package;250.00;pc;package;service
hairdressing;de;Hochzeitspaket;250.00;st;paket;service
hairdressing;nl;Styling product;18.50;st;flesje;service
hairdressing;en;Styling product;18.50;pc;bottle;service
hairdressing;de;Stylingprodukt;18.50;st;fläschchen;service
hairdressing;nl;Haarserum;24.90;st;flesje;service
hairdressing;en;Hair serum;24.90;pc;bottle;service
hairdressing;de;Haarserum;24.90;st;fläschchen;service
hairdressing;nl;Complete verzorgingspakket;120.00;st;pakket;service
hairdressing;en;Complete care pack;120.00;pc;package;service
hairdressing;de;Komplettpflegepaket;120.00;st;paket;service
hairdressing;nl;Trouwkaart (10 knipbeurten);220.00;st;kaart;service
hairdressing;en;Loyalty card (10 cuts);220.00;pc;card;service
hairdressing;de;Treuekarte (10 Schnitte);220.00;st;karte;service
automotive;nl;Volledige revisie;180.00;st;pakket;produit
automotive;en;Full service;180.00;pc;package;produit
automotive;de;Vollständige Überholung;180.00;st;paket;produit
automotive;nl;Olieverversing + filters;85.00;st;pakket;produit
automotive;en;Oil change + filters;85.00;pc;package;produit
automotive;de;Ölwechsel + Filter;85.00;st;paket;produit
automotive;nl;Voorremmen (vervanging);220.00;st;pakket;produit
automotive;en;Front brakes (replacement);220.00;pc;package;produit
automotive;de;Vorderbremsen (Ersatz);220.00;st;paket;produit
automotive;nl;Achterremmen (vervanging);190.00;st;pakket;produit
automotive;en;Rear brakes (replacement);190.00;pc;package;produit
automotive;de;Hinterbremsen (Ersatz);190.00;st;paket;produit
automotive;nl;Zomerband (montage);65.00;st;band;produit
automotive;en;Summer tire (fitting);65.00;pc;tire;produit
automotive;de;Sommerreifen (Montage);65.00;st;reifen;produit
automotive;nl;Winterband (montage);75.00;st;band;produit
automotive;en;Winter tire (fitting);75.00;pc;tire;produit
automotive;de;Winterreifen (Montage);75.00;st;reifen;produit
automotive;nl;Uitlijnen;85.00;st;pakket;produit
automotive;en;Wheel alignment;85.00;pc;package;produit
automotive;de;Achsvermessung;85.00;st;paket;produit
automotive;nl;Accu;180.00;st;stuk;produit
automotive;en;Battery;180.00;pc;piece;produit
automotive;de;Batterie;180.00;st;stück;produit
automotive;nl;Dynamo;350.00;st;stuk;produit
automotive;en;Alternator;350.00;pc;piece;produit
automotive;de;Lichtmaschine;350.00;st;stück;produit
automotive;nl;Startmotor;280.00;st;stuk;produit
automotive;en;Starter;280.00;pc;piece;produit
automotive;de;Anlasser;280.00;st;stück;produit
automotive;nl;Koppeling;650.00;st;stuk;produit
automotive;en;Clutch;650.00;pc;piece;produit
automotive;de;Kupplung;650.00;st;stück;produit
automotive;nl;Distributieriem;450.00;st;stuk;produit
automotive;en;Timing belt;450.00;pc;piece;produit
automotive;de;Zahnriemen;450.00;st;stück;produit
automotive;nl;Electronische diagnose;65.00;st;pakket;produit
automotive;en;Electronic diagnosis;65.00;pc;package;produit
automotive;de;Elektronische Diagnose;65.00;st;paket;produit
automotive;nl;Airconditioning (vulling);95.00;st;pakket;produit
automotive;en;Air conditioning (recharge);95.00;pc;package;produit
automotive;de;Klimaanlage (Auffüllung);95.00;st;paket;produit
automotive;nl;Premium wasbeurt;25.00;st;dienst;produit
automotive;en;Premium wash;25.00;pc;service;produit
automotive;de;Premium-Wäsche;25.00;st;dienstleistung;produit
cleaning;nl;Regelmatige schoonmaak (uur);28.00;u;uur;service
cleaning;en;Regular cleaning (hour);28.00;h;hour;service
cleaning;de;Regelmäßige Reinigung (Stunde);28.00;h;stunde;service
cleaning;nl;Diepgaande schoonmaak;350.00;st;pakket;service
cleaning;en;Deep cleaning;350.00;pc;package;service
cleaning;de;Tiefenreinigung;350.00;st;paket;service
cleaning;nl;Ramen wassen;85.00;st;pakket;service
cleaning;en;Window cleaning;85.00;pc;package;service
cleaning;de;Fensterreinigung;85.00;st;paket;service
cleaning;nl;Tapijt reinigen;120.00;st;pakket;service
cleaning;en;Carpet cleaning;120.00;pc;package;service
cleaning;de;Teppichreinigung;120.00;st;paket;service
cleaning;nl;Desinfectie;150.00;st;pakket;service
cleaning;en;Disinfection;150.00;pc;package;service
cleaning;de;Desinfektion;150.00;st;paket;service
cleaning;nl;Nabouw schoonmaak;450.00;st;pakket;service
cleaning;en;Post-construction cleaning;450.00;pc;package;service
cleaning;de;Nachbaureinigung;450.00;st;paket;service
cleaning;nl;Ecologische schoonmaak;32.00;u;uur;service
cleaning;en;Eco cleaning;32.00;h;hour;service
cleaning;de;Ökoreinigung;32.00;h;stunde;service
cleaning;nl;Ecologische producten (set);45.00;st;set;service
cleaning;en;Eco products (kit);45.00;pc;kit;service
cleaning;de;Öko-Produkte (Set);45.00;st;set;service
cleaning;nl;Professionele stofzuiger;15.00;st;verhuur;service
cleaning;en;Professional vacuum;15.00;pc;rental;service
cleaning;de;Professioneller Staubsauger;15.00;st;vermietung;service
cleaning;nl;Tapijt shampoo;85.00;st;dienst;service
cleaning;en;Carpet shampoo;85.00;pc;service;service
cleaning;de;Teppichshampoo;85.00;st;dienstleistung;service
cleaning;nl;Vlekbescherming;65.00;st;behandeling;service
cleaning;en;Stain protection;65.00;pc;treatment;service
cleaning;de;Fleckenschutz;65.00;st;behandlung;service
cleaning;nl;Maandabonnement;280.00;maand;maand;service
cleaning;en;Monthly subscription;280.00;month;month;service
cleaning;de;Monatsabonnement;280.00;monat;monat;service
cleaning;nl;Weekabonnement;180.00;week;week;service
cleaning;en;Weekly subscription;180.00;week;week;service
cleaning;de;Wochenabonnement;180.00;woche;woche;service
cleaning;nl;Onverwachte schoonmaak;35.00;u;uur;service
cleaning;en;Unexpected cleaning;35.00;h;hour;service
cleaning;de;Unerwartete Reinigung;35.00;h;stunde;service
cleaning;nl;Ontruiming;150.00;st;pakket;service
cleaning;en;Clearance;150.00;pc;package;service
cleaning;de;Räumung;150.00;st;paket;service
gardening;nl;Gazon maaien (sessie);45.00;st;dienst;produit
gardening;en;Lawn mowing (session);45.00;pc;service;produit
gardening;de;Rasenmähen (Sitzung);45.00;st;dienstleistung;produit
gardening;nl;Heg knippen (meter);8.50;m;meter;produit
gardening;en;Hedge trimming (meter);8.50;m;meter;produit
gardening;de;Hecke schneiden (Meter);8.50;m;meter;produit
gardening;nl;Onkruid wieden (uur);32.00;u;uur;produit
gardening;en;Weeding (hour);32.00;h;hour;produit
gardening;de;Unkraut jäten (Stunde);32.00;h;stunde;produit
gardening;nl;Struik planten;35.00;st;stuk;produit
gardening;en;Shrub planting;35.00;pc;piece;produit
gardening;de;Strauch pflanzen;35.00;st;stück;produit
gardening;nl;Mulchen (m²);12.00;m2;m²;produit
gardening;en;Mulching (m²);12.00;m2;m²;produit
gardening;de;Mulchen (m²);12.00;m2;m²;produit
gardening;nl;Meststof (zak 20kg);18.50;st;zak;service
gardening;en;Fertilizer (bag 20kg);18.50;pc;bag;service
gardening;de;Dünger (Sack 20kg);18.50;st;sack;service
gardening;nl;Electrische grasmaaier;280.00;st;stuk;produit
gardening;en;Electric mower;280.00;pc;piece;produit
gardening;de;Elektrischer Rasenmäher;280.00;st;stück;produit
gardening;nl;Kantenmaaier;85.00;st;stuk;produit
gardening;en;Edge trimmer;85.00;pc;piece;produit
gardening;de;Kantenschneider;85.00;st;stück;produit
gardening;nl;Bladblazer;120.00;st;stuk;produit
gardening;en;Leaf blower;120.00;pc;piece;produit
gardening;de;Laubbläser;120.00;st;stück;produit
gardening;nl;Beregeningssysteem;450.00;st;pakket;produit
gardening;en;Irrigation system;450.00;pc;package;produit
gardening;de;Bewässerungssystem;450.00;st;paket;produit
gardening;nl;Boom snoeien;280.00;st;dienst;produit
gardening;en;Tree pruning;280.00;pc;service;produit
gardening;de;Baum beschneiden;280.00;st;dienstleistung;produit
gardening;nl;Tuinaanleg;1200.00;st;pakket;produit
gardening;en;Garden landscaping;1200.00;pc;package;produit
gardening;de;Gartengestaltung;1200.00;st;paket;produit
gardening;nl;Graszaad (kg);12.00;kg;kg;produit
gardening;en;Grass seeds (kg);12.00;kg;kg;produit
gardening;de;Grassamen (kg);12.00;kg;kg;produit
gardening;nl;Potgrond (zak 50L);8.50;st;zak;service
gardening;en;Potting soil (bag 50L);8.50;pc;bag;service
gardening;de;Blumenerde (Sack 50L);8.50;st;sack;service
gardening;nl;Maandelijks onderhoudsabonnement;180.00;maand;maand;produit
gardening;en;Monthly maintenance subscription;180.00;month;month;produit
gardening;de;Monatliches Wartungsabonnement;180.00;monat;monat;produit
photography;nl;Portret sessie;150.00;st;sessie;service
photography;en;Portrait session;150.00;pc;session;service
photography;de;Porträtsitzung;150.00;st;sitzung;service
photography;nl;Familie sessie;280.00;st;sessie;service
photography;en;Family session;280.00;pc;session;service
photography;de;Familiensitzung;280.00;st;sitzung;service
photography;nl;Newborn sessie;350.00;st;sessie;service
photography;en;Newborn session;350.00;pc;session;service
photography;de;Neugeborenen-Sitzung;350.00;st;sitzung;service
photography;nl;Evenement sessie;450.00;st;sessie;service
photography;en;Event session;450.00;pc;session;service
photography;de;Event-Sitzung;450.00;st;sitzung;service
photography;nl;Bruiloft (pakket);1800.00;st;pakket;service
photography;en;Wedding (package);1800.00;pc;package;service
photography;de;Hochzeit (Paket);1800.00;st;paket;service
photography;nl;Bedrijfsreportage;650.00;st;pakket;service
photography;en;Corporate reportage;650.00;pc;package;service
photography;de;Firmenreportage;650.00;st;paket;service
photography;nl;Productfoto (per product);35.00;st;foto;service
photography;en;Product photo (per product);35.00;pc;photo;service
photography;de;Produktfoto (pro Produkt);35.00;st;foto;service
photography;nl;Foto retoucheren;25.00;st;foto;service
photography;en;Photo retouching;25.00;pc;photo;service
photography;de;Fotoretusche;25.00;st;foto;service
photography;nl;Afdruk 20x30;18.00;st;afdruk;service
photography;en;Print 20x30;18.00;pc;print;service
photography;de;Abzug 20x30;18.00;st;abzug;service
photography;nl;Fotoalbum (20 pagina's);120.00;st;album;service
photography;en;Photo album (20 pages);120.00;pc;album;service
photography;de;Fotoalbum (20 Seiten);120.00;st;album;service
photography;nl;Fotolijst;45.00;st;stuk;service
photography;en;Photo frame;45.00;pc;piece;service
photography;de;Bilderrahmen;45.00;st;stück;service
photography;nl;Studio verhuur (uur);55.00;u;uur;service
photography;en;Studio rental (hour);55.00;h;hour;service
photography;de;Studiovermietung (Stunde);55.00;h;stunde;service
photography;nl;Privé fotocursus;65.00;u;uur;service
photography;en;Private photography course;65.00;h;hour;service
photography;de;Privater Fotokurs;65.00;h;stunde;service
photography;nl;Zakelijk abonnement;450.00;maand;maand;service
photography;en;Business subscription;450.00;month;month;service
photography;de;Geschäftsabonnement;450.00;monat;monat;service
fitness;nl;Maandabonnement;45.00;maand;maand;produit
fitness;en;Monthly subscription;45.00;month;month;produit
fitness;de;Monatsabonnement;45.00;monat;monat;produit
fitness;nl;Groepsles;12.00;st;les;produit
fitness;en;Group class;12.00;pc;class;produit
fitness;de;Gruppenkurs;12.00;st;kurs;produit
fitness;nl;Persoonlijke coaching;65.00;u;uur;produit
fitness;en;Personal coaching;65.00;h;hour;produit
fitness;de;Persönliches Coaching;65.00;h;stunde;produit
fitness;nl;Massage sessie;75.00;st;sessie;produit
fitness;en;Massage session;75.00;pc;session;produit
fitness;de;Massagesitzung;75.00;st;sitzung;produit
fitness;nl;Sauna + spa toegang;25.00;st;toegang;produit
fitness;en;Sauna + spa access;25.00;pc;access;produit
fitness;de;Sauna + Spa Zugang;25.00;st;zugang;produit
fitness;nl;Fitness evaluatie;35.00;st;evaluatie;produit
fitness;en;Fitness evaluation;35.00;pc;evaluation;produit
fitness;de;Fitness-Evaluierung;35.00;st;evaluierung;produit
fitness;nl;Gepersonaliseerd programma;85.00;st;programma;produit
fitness;en;Personalized program;85.00;pc;program;produit
fitness;de;Personalisiertes Programm;85.00;st;programm;produit
fitness;nl;Sportkleding;35.00;st;stuk;produit
fitness;en;Sportswear;35.00;pc;piece;produit
fitness;de;Sportbekleidung;35.00;st;stück;produit
fitness;nl;Proteïne shaker;8.50;st;stuk;produit
fitness;en;Protein shaker;8.50;pc;piece;produit
fitness;de;Protein-Shaker;8.50;st;stück;produit
fitness;nl;Proteïne reep;3.50;st;stuk;produit
fitness;en;Protein bar;3.50;pc;piece;produit
fitness;de;Proteinriegel;3.50;st;stück;produit
fitness;nl;Supplementen (pot);45.00;st;pot;produit
fitness;en;Supplements (jar);45.00;pc;jar;produit
fitness;de;Nahrungsergänzungsmittel (Dose);45.00;st;dose;produit
fitness;nl;Handdoek + badge;15.00;st;pakket;produit
fitness;en;Towel + badge;15.00;pc;pack;produit
fitness;de;Handtuch + Badge;15.00;st;paket;produit
fitness;nl;Yoga les;15.00;st;les;produit
fitness;en;Yoga class;15.00;pc;class;produit
fitness;de;Yoga-Kurs;15.00;st;kurs;produit
fitness;nl;Pilates les;15.00;st;les;produit
fitness;en;Pilates class;15.00;pc;class;produit
fitness;de;Pilates-Kurs;15.00;st;kurs;produit
fitness;nl;Jaarabonnement;450.00;jaar;jaar;produit
fitness;en;Annual subscription;450.00;year;year;produit
fitness;de;Jahresabonnement;450.00;jahr;jahr;produit
sport_equipment;nl;Racefiets;899.0;st;vélo;produit
sport_equipment;en;Road bike;899.0;pc;vélo;produit
sport_equipment;de;Rennrad;899.0;st;vélo;produit
sport_equipment;nl;Elektrische fiets;2499.0;st;vélo;produit
sport_equipment;en;Electric bike;2499.0;pc;vélo;produit
sport_equipment;de;E-Bike;2499.0;st;vélo;produit
sport_equipment;nl;Loopband;1299.0;st;appareil;produit
sport_equipment;en;Treadmill;1299.0;pc;appareil;produit
sport_equipment;de;Laufband;1299.0;st;appareil;produit
sport_equipment;nl;Dumbbells 5kg (paar);35.0;st;paire;produit
sport_equipment;en;Dumbbells 5kg (pair);35.0;pc;paire;produit
sport_equipment;de;Hanteln 5kg (Paar);35.0;st;paire;produit
sport_equipment;nl;Dumbbells 10kg (paar);59.0;st;paire;produit
sport_equipment;en;Dumbbells 10kg (pair);59.0;pc;paire;produit
sport_equipment;de;Hanteln 10kg (Paar);59.0;st;paire;produit
sport_equipment;nl;Voetbal;29.99;st;ballon;produit
sport_equipment;en;Football;29.99;pc;ballon;produit
sport_equipment;de;Fußball;29.99;st;ballon;produit
sport_equipment;nl;Basketbal;34.99;st;ballon;produit
sport_equipment;en;Basketball;34.99;pc;ballon;produit
sport_equipment;de;Basketball;34.99;st;ballon;produit
sport_equipment;nl;Tennisracket;89.0;st;raquette;produit
sport_equipment;en;Tennis racket;89.0;pc;raquette;produit
sport_equipment;de;Tennisschläger;89.0;st;raquette;produit
sport_equipment;nl;Badmintonracket;45.0;st;raquette;produit
sport_equipment;en;Badminton racket;45.0;pc;raquette;produit
sport_equipment;de;Badmintonschläger;45.0;st;raquette;produit
sport_equipment;nl;Tafeltennistafel;299.0;st;table;produit
sport_equipment;en;Ping pong table;299.0;pc;table;produit
sport_equipment;de;Tischtennistisch;299.0;st;table;produit
sport_equipment;nl;Bokshandschoenen;55.0;st;paire;produit
sport_equipment;en;Boxing gloves;55.0;pc;paire;produit
sport_equipment;de;Boxhandschuhe;55.0;st;paire;produit
sport_equipment;nl;Bokszak;120.0;st;stuk;produit
sport_equipment;en;Punching bag;120.0;pc;piece;produit
sport_equipment;de;Boxsack;120.0;st;stück;produit
sport_equipment;nl;Yogamat;35.0;st;tapis;produit
sport_equipment;en;Yoga mat;35.0;pc;tapis;produit
sport_equipment;de;Yogamatte;35.0;st;tapis;produit
sport_equipment;nl;Gymbal;18.0;st;ballon;produit
sport_equipment;en;Gym ball;18.0;pc;ballon;produit
sport_equipment;de;Gymnastikball;18.0;st;ballon;produit
sport_equipment;nl;Fitness elastieken;15.0;st;set;produit
sport_equipment;en;Fitness bands;15.0;pc;set;produit
sport_equipment;de;Fitnessbänder;15.0;st;set;produit
sport_equipment;nl;GPS sporthorloge;249.0;st;montre;produit
sport_equipment;en;GPS sports watch;249.0;pc;montre;produit
sport_equipment;de;GPS-Sportuhr;249.0;st;montre;produit
sport_equipment;nl;Skihelm;89.0;st;hoofdtelefoon;produit
sport_equipment;en;Ski helmet;89.0;pc;headset;produit
sport_equipment;de;Skihelm;89.0;st;kopfhörer;produit
sport_equipment;nl;Alpine ski's;450.0;st;paire;produit
sport_equipment;en;Alpine skis;450.0;pc;paire;produit
sport_equipment;de;Alpinski;450.0;st;paire;produit
sport_equipment;nl;Voetbalschoenen;79.99;st;paire;produit
sport_equipment;en;Football boots;79.99;pc;paire;produit
sport_equipment;de;Fußballschuhe;79.99;st;paire;produit
sport_equipment;nl;Hardloopschoenen;119.0;st;paire;produit
sport_equipment;en;Running shoes;119.0;pc;paire;produit
sport_equipment;de;Laufschuhe;119.0;st;paire;produit
sport_equipment;nl;Zwempak;45.0;st;stuk;produit
sport_equipment;en;Swimsuit;45.0;pc;piece;produit
sport_equipment;de;Badeanzug;45.0;st;stück;produit
sport_equipment;nl;Zwemvliezen;65.0;st;paire;produit
sport_equipment;en;Diving fins;65.0;pc;paire;produit
sport_equipment;de;Schwimmflossen;65.0;st;paire;produit
sport_equipment;nl;Duikbril;35.0;st;stuk;produit
sport_equipment;en;Diving mask;35.0;pc;piece;produit
sport_equipment;de;Tauchmaske;35.0;st;stück;produit
sport_equipment;nl;Snorkel;25.0;st;stuk;produit
sport_equipment;en;Snorkel;25.0;pc;piece;produit
sport_equipment;de;Schnorchel;25.0;st;stück;produit
sport_equipment;nl;Ski verhuur (dag);25.0;dag;dag;service
sport_equipment;en;Ski rental (day);25.0;day;day;service
sport_equipment;de;Skiverleih (Tag);25.0;tag;tag;service
sport_equipment;nl;Tennisles;45.0;u;uur;service
sport_equipment;en;Tennis lesson;45.0;h;hour;service
sport_equipment;de;Tennisstunde;45.0;h;stunde;service
sport_equipment;nl;Zwemles;35.0;u;uur;service
sport_equipment;en;Swimming lesson;35.0;h;hour;service
sport_equipment;de;Schwimmstunde;35.0;h;stunde;service
sport_equipment;nl;Golfles;65.0;u;uur;service
sport_equipment;en;Golf lesson;65.0;h;hour;service
sport_equipment;de;Golfstunde;65.0;h;stunde;service
sport_equipment;nl;Skiles;55.0;u;uur;service
sport_equipment;en;Ski lesson;55.0;h;hour;service
sport_equipment;de;Skistunde;55.0;h;stunde;service
sport_equipment;nl;Fiets onderhoud;35.0;st;pakket;service
sport_equipment;en;Bike maintenance;35.0;pc;package;service
sport_equipment;de;Fahrradwartung;35.0;st;paket;service
sport_equipment;nl;Fiets reparatie;25.0;u;uur;service
sport_equipment;en;Bike repair;25.0;h;hour;service
sport_equipment;de;Fahrradreparatur;25.0;h;stunde;service
jewelry;nl;18k gouden ring;450.0;st;bague;produit
jewelry;en;18k gold ring;450.0;pc;bague;produit
jewelry;de;18k Goldring;450.0;st;bague;produit
jewelry;nl;Diamanten ring;1850.0;st;bague;produit
jewelry;en;Diamond ring;1850.0;pc;bague;produit
jewelry;de;Diamantring;1850.0;st;bague;produit
jewelry;nl;Gouden trouwring;380.0;st;alliance;produit
jewelry;en;Gold wedding band;380.0;pc;alliance;produit
jewelry;de;Goldener Ehering;380.0;st;alliance;produit
jewelry;nl;Gouden ketting;520.0;st;collier;produit
jewelry;en;Gold necklace;520.0;pc;collier;produit
jewelry;de;Goldene Halskette;520.0;st;collier;produit
jewelry;nl;Parelcollier;280.0;st;collier;produit
jewelry;en;Pearl necklace;280.0;pc;collier;produit
jewelry;de;Perlenhalskette;280.0;st;collier;produit
jewelry;nl;Gouden armband;390.0;st;bracelet;produit
jewelry;en;Gold bracelet;390.0;pc;bracelet;produit
jewelry;de;Golden Armband;390.0;st;bracelet;produit
jewelry;nl;Zilveren armband;120.0;st;bracelet;produit
jewelry;en;Silver bracelet;120.0;pc;bracelet;produit
jewelry;de;Silberarmband;120.0;st;bracelet;produit
jewelry;nl;Gouden oorbellen;220.0;st;paire;produit
jewelry;en;Gold earrings;220.0;pc;paire;produit
jewelry;de;Goldene Ohrringe;220.0;st;paire;produit
jewelry;nl;Diamanten oorbellen;890.0;st;paire;produit
jewelry;en;Diamond earrings;890.0;pc;paire;produit
jewelry;de;Diamantohrringe;890.0;st;paire;produit
jewelry;nl;Gouden hanger;180.0;st;pendentif;produit
jewelry;en;Gold pendant;180.0;pc;pendentif;produit
jewelry;de;Goldener Anhänger;180.0;st;pendentif;produit
jewelry;nl;Heren luxe horloge;3500.0;st;montre;produit
jewelry;en;Men's luxury watch;3500.0;pc;montre;produit
jewelry;de;Herren-Luxusuhr;3500.0;st;montre;produit
jewelry;nl;Dames luxe horloge;2800.0;st;montre;produit
jewelry;en;Women's luxury watch;2800.0;pc;montre;produit
jewelry;de;Damen-Luxusuhr;2800.0;st;montre;produit
jewelry;nl;Vintage broche;150.0;st;broche;produit
jewelry;en;Vintage brooch;150.0;pc;broche;produit
jewelry;de;Vintage-Brosche;150.0;st;broche;produit
jewelry;nl;Zilveren plaatarmband;85.0;st;bracelet;produit
jewelry;en;Silver ID bracelet;85.0;pc;bracelet;produit
jewelry;de;Silbernes Erkennungsarmband;85.0;st;bracelet;produit
jewelry;nl;Gouden zegelring;420.0;st;bague;produit
jewelry;en;Gold signet ring;420.0;pc;bague;produit
jewelry;de;Goldener Siegelring;420.0;st;bague;produit
jewelry;nl;Gouden oorringen;195.0;st;paire;produit
jewelry;en;Gold hoop earrings;195.0;pc;paire;produit
jewelry;de;Goldene Creolen;195.0;st;paire;produit
jewelry;nl;Zilveren slavenarmband;65.0;st;bracelet;produit
jewelry;en;Silver bangle;65.0;pc;bracelet;produit
jewelry;de;Silberner Armreif;65.0;st;bracelet;produit
jewelry;nl;Parelsnoer;340.0;st;collier;produit
jewelry;en;Pearl sautoir;340.0;pc;collier;produit
jewelry;de;Perlensautoir;340.0;st;collier;produit
jewelry;nl;Haarsieraad;45.0;st;stuk;produit
jewelry;en;Hair jewelry;45.0;pc;piece;produit
jewelry;de;Haarschmuck;45.0;st;stück;produit
jewelry;nl;Gouden dasspeld;125.0;st;stuk;produit
jewelry;en;Gold tie clip;125.0;pc;piece;produit
jewelry;de;Goldene Krawattenklammer;125.0;st;stück;produit
jewelry;nl;Sieraad graveren;25.0;st;service;service
jewelry;en;Jewelry engraving;25.0;pc;service;service
jewelry;de;Schmuckgravur;25.0;st;service;service
jewelry;nl;Sieraad reparatie;45.0;st;pakket;service
jewelry;en;Jewelry repair;45.0;pc;package;service
jewelry;de;Schmuckreparatur;45.0;st;paket;service
jewelry;nl;Sieraad reinigen;15.0;st;service;service
jewelry;en;Jewelry cleaning;15.0;pc;service;service
jewelry;de;Schmuckreinigung;15.0;st;service;service
jewelry;nl;Sieraad taxatie;85.0;st;expertise;service
jewelry;en;Jewelry appraisal;85.0;pc;expertise;service
jewelry;de;Schmuckexpertise;85.0;st;expertise;service
jewelry;nl;Maatwerk creatie;250.0;st;pakket;service
jewelry;en;Custom creation;250.0;pc;package;service
jewelry;de;Maßgeschneiderte Kreation;250.0;st;paket;service
jewelry;nl;Steen zetten;120.0;st;service;service
jewelry;en;Stone setting;120.0;pc;service;service
jewelry;de;Steinfassung;120.0;st;service;service
jewelry;nl;Sieraad omtoveren;180.0;st;pakket;service
jewelry;en;Jewelry transformation;180.0;pc;package;service
jewelry;de;Schmuckumgestaltung;180.0;st;paket;service
jewelry;nl;Antiek taxeren;150.0;st;expertise;service
jewelry;en;Antique appraisal;150.0;pc;expertise;service
jewelry;de;Antiquitätenbewertung;150.0;st;expertise;service
jewelry;nl;Vergulden;35.0;st;service;service
jewelry;en;Gilding;35.0;pc;service;service
jewelry;de;Vergolden;35.0;st;service;service
jewelry;nl;Rodineren;45.0;st;service;service
jewelry;en;Rhodium plating;45.0;pc;service;service
jewelry;de;Rhodinieren;45.0;st;service;service
watchmaking;nl;Klassiek herenhorloge;180.0;st;montre;produit
watchmaking;en;Classic men's watch;180.0;pc;montre;produit
watchmaking;de;Klassische Herrenuhr;180.0;st;montre;produit
watchmaking;nl;Klassiek dameshorloge;160.0;st;montre;produit
watchmaking;en;Classic women's watch;160.0;pc;montre;produit
watchmaking;de;Klassische Damenuhr;160.0;st;montre;produit
watchmaking;nl;Slim horloge;299.0;st;montre;produit
watchmaking;en;Smartwatch;299.0;pc;montre;produit
watchmaking;de;Smartwatch;299.0;st;montre;produit
watchmaking;nl;Automatisch horloge;650.0;st;montre;produit
watchmaking;en;Automatic watch;650.0;pc;montre;produit
watchmaking;de;Automatikuhr;650.0;st;montre;produit
watchmaking;nl;Chronograaf horloge;450.0;st;montre;produit
watchmaking;en;Chronograph watch;450.0;pc;montre;produit
watchmaking;de;Chronograph-Uhr;450.0;st;montre;produit
watchmaking;nl;Duikhorloge;380.0;st;montre;produit
watchmaking;en;Diving watch;380.0;pc;montre;produit
watchmaking;de;Taucheruhr;380.0;st;montre;produit
watchmaking;nl;Pilotenhorloge;520.0;st;montre;produit
watchmaking;en;Pilot watch;520.0;pc;montre;produit
watchmaking;de;Pilotenuhr;520.0;st;montre;produit
watchmaking;nl;Wandklok;85.0;st;pendule;produit
watchmaking;en;Wall clock;85.0;pc;pendule;produit
watchmaking;de;Wanduhr;85.0;st;pendule;produit
watchmaking;nl;Tafelklok;120.0;st;horloge;produit
watchmaking;en;Table clock;120.0;pc;horloge;produit
watchmaking;de;Tischuhr;120.0;st;horloge;produit
watchmaking;nl;Vintage wekker;45.0;st;réveil;produit
watchmaking;en;Vintage alarm clock;45.0;pc;réveil;produit
watchmaking;de;Vintage-Wecker;45.0;st;réveil;produit
watchmaking;nl;Leren band;35.0;st;bracelet;produit
watchmaking;en;Leather strap;35.0;pc;bracelet;produit
watchmaking;de;Lederarmband;35.0;st;bracelet;produit
watchmaking;nl;Metalen band;55.0;st;bracelet;produit
watchmaking;en;Metal bracelet;55.0;pc;bracelet;produit
watchmaking;de;Metallarmband;55.0;st;bracelet;produit
watchmaking;nl;Rubberen band;25.0;st;bracelet;produit
watchmaking;en;Rubber strap;25.0;pc;bracelet;produit
watchmaking;de;Kautschukband;25.0;st;bracelet;produit
watchmaking;nl;Horlogedoos;65.0;st;doos;produit
watchmaking;en;Watch box;65.0;pc;box;produit
watchmaking;de;Uhrenbox;65.0;st;schachtel;produit
watchmaking;nl;Luxe doosje;45.0;st;écrin;produit
watchmaking;en;Luxury box;45.0;pc;écrin;produit
watchmaking;de;Luxusetui;45.0;st;écrin;produit
watchmaking;nl;Vouwsluiting;28.0;st;stuk;produit
watchmaking;en;Deployant clasp;28.0;pc;piece;produit
watchmaking;de;Faltschließe;28.0;st;stück;produit
watchmaking;nl;Saffierglas;45.0;st;stuk;produit
watchmaking;en;Sapphire glass;45.0;pc;piece;produit
watchmaking;de;Saphirglas;45.0;st;stück;produit
watchmaking;nl;Quartz uurwerk;35.0;st;stuk;produit
watchmaking;en;Quartz movement;35.0;pc;piece;produit
watchmaking;de;Quarzwerk;35.0;st;stück;produit
